Tempo Decorrido,E[N]
55000.000000,98.29
55100.000000,98.26
55200.000000,98.21
55300.000000,98.14
55400.000000,98.08
55500.000000,97.96
55600.000000,97.80
55700.000000,97.64
55800.000000,97.48
55900.000000,97.35
56000.000000,97.21
56100.000000,97.05
56200.000000,96.93
56300.000000,96.84
56400.000000,96.74
56500.000000,96.64
56600.000000,96.50
56700.000000,96.35
56800.000000,96.23
56900.000000,96.19
57000.000000,96.21
57100.000000,96.19
57200.000000,96.11
57300.000000,95.98
57400.000000,95.83
57500.000000,95.68
57600.000000,95.54
57700.000000,95.44
57800.000000,95.36
57900.000000,95.28
58000.000000,95.27
58100.000000,95.31
58200.000000,95.35
58300.000000,95.39
58400.000000,95.38
58500.000000,95.24
58600.000000,95.10
58700.000000,95.04
58800.000000,95.00
58900.000000,94.94
59000.000000,94.88
59100.000000,94.78
59200.000000,94.68
59300.000000,94.58
59400.000000,94.47
59500.000000,94.34
59600.000000,94.20
59700.000000,94.10
59800.000000,94.01
59900.000000,93.92
60000.000000,93.81
60100.000000,93.71
60200.000000,93.58
60300.000000,93.49
60400.000000,93.36
60500.000000,93.21
60600.000000,93.09
60700.000000,93.06
60800.000000,93.05
60900.000000,92.97
61000.000000,92.85
61100.000000,92.80
61200.000000,92.74
61300.000000,92.64
61400.000000,92.52
61500.000000,92.40
61600.000000,92.26
61700.000000,92.12
61800.000000,91.99
61900.000000,91.89
62000.000000,91.83
62100.000000,91.80
62200.000000,91.72
62300.000000,91.59
62400.000000,91.46
62500.000000,91.34
62600.000000,91.23
62700.000000,91.20
62800.000000,91.16
62900.000000,91.06
63000.000000,90.97
63100.000000,90.90
63200.000000,90.84
63300.000000,90.78
63400.000000,90.78
63500.000000,90.85
63600.000000,90.91
63700.000000,90.96
63800.000000,91.00
63900.000000,91.09
64000.000000,91.16
64100.000000,91.21
64200.000000,91.20
64300.000000,91.16
64400.000000,91.13
64500.000000,91.11
64600.000000,91.09
64700.000000,91.05
64800.000000,90.97
64900.000000,90.86
65000.000000,90.75
65100.000000,90.63
65200.000000,90.51
65300.000000,90.39
65400.000000,90.27
65500.000000,90.20
65600.000000,90.10
65700.000000,89.98
65800.000000,89.86
65900.000000,89.77
66000.000000,89.64
66100.000000,89.51
66200.000000,89.39
66300.000000,89.34
66400.000000,89.25
66500.000000,89.13
66600.000000,89.01
66700.000000,88.89
66800.000000,88.79
66900.000000,88.74
67000.000000,88.67
67100.000000,88.63
67200.000000,88.52
67300.000000,88.42
67400.000000,88.36
67500.000000,88.35
67600.000000,88.30
67700.000000,88.26
67800.000000,88.24
67900.000000,88.27
68000.000000,88.32
68100.000000,88.34
68200.000000,88.32
68300.000000,88.28
68400.000000,88.23
68500.000000,88.18
68600.000000,88.16
68700.000000,88.15
68800.000000,88.15
68900.000000,88.09
69000.000000,87.99
69100.000000,87.89
69200.000000,87.79
69300.000000,87.71
69400.000000,87.62
69500.000000,87.50
69600.000000,87.43
69700.000000,87.39
69800.000000,87.37
69900.000000,87.38
70000.000000,87.38
70100.000000,87.34
70200.000000,87.28
70300.000000,87.24
70400.000000,87.22
70500.000000,87.17
70600.000000,87.07
70700.000000,86.95
70800.000000,86.87
70900.000000,86.80
71000.000000,86.73
71100.000000,86.64
71200.000000,86.58
71300.000000,86.47
71400.000000,86.36
71500.000000,86.27
71600.000000,86.19
71700.000000,86.08
71800.000000,85.96
71900.000000,85.86
72000.000000,85.75
72100.000000,85.65
72200.000000,85.55
72300.000000,85.44
72400.000000,85.38
72500.000000,85.30
72600.000000,85.26
72700.000000,85.22
72800.000000,85.18
72900.000000,85.12
73000.000000,85.05
73100.000000,85.04
73200.000000,85.04
73300.000000,85.07
73400.000000,85.17
73500.000000,85.25
73600.000000,85.30
73700.000000,85.32
73800.000000,85.31
73900.000000,85.29
74000.000000,85.26
74100.000000,85.18
74200.000000,85.08
74300.000000,84.98
74400.000000,84.93
74500.000000,84.83
74600.000000,84.73
74700.000000,84.66
74800.000000,84.57
74900.000000,84.47
75000.000000,84.41
75100.000000,84.42
75200.000000,84.46
75300.000000,84.50
75400.000000,84.53
75500.000000,84.58
75600.000000,84.62
75700.000000,84.73
75800.000000,84.89
75900.000000,85.09
76000.000000,85.30
76100.000000,85.50
76200.000000,85.72
76300.000000,85.93
76400.000000,86.16
76500.000000,86.36
76600.000000,86.50
76700.000000,86.59
76800.000000,86.67
76900.000000,86.76
77000.000000,86.86
77100.000000,86.95
77200.000000,86.98
77300.000000,87.00
77400.000000,87.02
77500.000000,87.00
77600.000000,86.93
77700.000000,86.88
77800.000000,86.85
77900.000000,86.81
78000.000000,86.80
78100.000000,86.79
78200.000000,86.76
78300.000000,86.72
78400.000000,86.64
78500.000000,86.54
78600.000000,86.44
78700.000000,86.34
78800.000000,86.26
78900.000000,86.16
79000.000000,86.08
79100.000000,86.01
79200.000000,85.92
79300.000000,85.82
79400.000000,85.74
79500.000000,85.68
79600.000000,85.60
79700.000000,85.50
79800.000000,85.42
79900.000000,85.35
80000.000000,85.26
80100.000000,85.16
80200.000000,85.08
80300.000000,85.00
80400.000000,84.96
80500.000000,84.94
80600.000000,84.98
80700.000000,84.97
80800.000000,84.95
80900.000000,84.98
81000.000000,84.99
81100.000000,85.03
81200.000000,85.03
81300.000000,85.02
81400.000000,85.01
81500.000000,84.93
81600.000000,84.84
81700.000000,84.76
81800.000000,84.68
81900.000000,84.62
82000.000000,84.53
82100.000000,84.47
82200.000000,84.38
82300.000000,84.29
82400.000000,84.21
82500.000000,84.12
82600.000000,84.04
82700.000000,84.00
82800.000000,83.97
82900.000000,83.90
83000.000000,83.82
83100.000000,83.74
83200.000000,83.67
83300.000000,83.62
83400.000000,83.56
83500.000000,83.47
83600.000000,83.37
83700.000000,83.28
83800.000000,83.19
83900.000000,83.13
84000.000000,83.05
84100.000000,82.96
84200.000000,82.88
84300.000000,82.80
84400.000000,82.71
84500.000000,82.62
84600.000000,82.54
84700.000000,82.45
84800.000000,82.37
84900.000000,82.28
85000.000000,82.19
85100.000000,82.13
85200.000000,82.08
85300.000000,82.00
85400.000000,81.92
85500.000000,81.87
85600.000000,81.82
85700.000000,81.74
85800.000000,81.68
85900.000000,81.61
86000.000000,81.58
86100.000000,81.53
86200.000000,81.45
86300.000000,81.37
86400.000000,81.28
86500.000000,81.20
86600.000000,81.12
86700.000000,81.04
86800.000000,80.96
86900.000000,80.89
87000.000000,80.81
87100.000000,80.72
87200.000000,80.67
87300.000000,80.61
87400.000000,80.53
87500.000000,80.47
87600.000000,80.43
87700.000000,80.35
87800.000000,80.32
87900.000000,80.30
88000.000000,80.35
88100.000000,80.44
88200.000000,80.50
88300.000000,80.51
88400.000000,80.54
88500.000000,80.55
88600.000000,80.55
88700.000000,80.47
88800.000000,80.40
88900.000000,80.36
89000.000000,80.36
89100.000000,80.34
89200.000000,80.34
89300.000000,80.29
89400.000000,80.23
89500.000000,80.16
89600.000000,80.08
89700.000000,80.01
89800.000000,79.95
89900.000000,79.87
90000.000000,79.79
90100.000000,79.73
90200.000000,79.66
90300.000000,79.61
90400.000000,79.54
90500.000000,79.48
90600.000000,79.43
90700.000000,79.36
90800.000000,79.30
90900.000000,79.24
91000.000000,79.22
91100.000000,79.23
91200.000000,79.18
91300.000000,79.17
91400.000000,79.20
91500.000000,79.25
91600.000000,79.31
91700.000000,79.36
91800.000000,79.44
91900.000000,79.56
92000.000000,79.74
92100.000000,79.91
92200.000000,80.10
92300.000000,80.28
92400.000000,80.51
92500.000000,80.78
92600.000000,81.08
92700.000000,81.37
92800.000000,81.67
92900.000000,81.99
93000.000000,82.32
93100.000000,82.61
93200.000000,82.93
93300.000000,83.24
93400.000000,83.54
93500.000000,83.86
93600.000000,84.24
93700.000000,84.60
93800.000000,84.95
93900.000000,85.33
94000.000000,85.72
94100.000000,86.11
94200.000000,86.45
94300.000000,86.81
94400.000000,87.13
94500.000000,87.44
94600.000000,87.72
94700.000000,88.00
94800.000000,88.27
94900.000000,88.52
95000.000000,88.76
95100.000000,88.97
95200.000000,89.20
95300.000000,89.45
95400.000000,89.72
95500.000000,90.00
95600.000000,90.28
95700.000000,90.52
95800.000000,90.72
95900.000000,90.86
96000.000000,90.99
96100.000000,91.09
96200.000000,91.16
96300.000000,91.26
96400.000000,91.35
96500.000000,91.43
96600.000000,91.51
96700.000000,91.60
96800.000000,91.69
96900.000000,91.77
97000.000000,91.87
97100.000000,91.98
97200.000000,92.06
97300.000000,92.15
97400.000000,92.30
97500.000000,92.47
97600.000000,92.68
97700.000000,92.87
97800.000000,93.04
97900.000000,93.20
98000.000000,93.34
98100.000000,93.46
98200.000000,93.57
98300.000000,93.68
98400.000000,93.78
98500.000000,93.90
98600.000000,94.05
98700.000000,94.23
98800.000000,94.35
98900.000000,94.49
99000.000000,94.63
99100.000000,94.78
99200.000000,94.93
99300.000000,95.05
99400.000000,95.19
99500.000000,95.32
99600.000000,95.43
99700.000000,95.56
99800.000000,95.66
99900.000000,95.80
100000.000000,95.91
100000.000846,95.91
