Tempo Decorrido,E[W]
16700.000000,1.80
16800.000000,1.79
16900.000000,1.79
17000.000000,1.79
17100.000000,1.79
17200.000000,1.78
17300.000000,1.79
17400.000000,1.79
17500.000000,1.78
17600.000000,1.78
17700.000000,1.77
17800.000000,1.77
17900.000000,1.76
18000.000000,1.76
18100.000000,1.76
18200.000000,1.75
18300.000000,1.75
18400.000000,1.75
18500.000000,1.75
18600.000000,1.75
18700.000000,1.76
18800.000000,1.76
18900.000000,1.75
19000.000000,1.75
19100.000000,1.74
19200.000000,1.74
19300.000000,1.74
19400.000000,1.73
19500.000000,1.73
19600.000000,1.73
19700.000000,1.73
19800.000000,1.73
19900.000000,1.73
20000.000000,1.73
20100.000000,1.72
20200.000000,1.72
20300.000000,1.73
20400.000000,1.73
20500.000000,1.73
20600.000000,1.73
20700.000000,1.73
20800.000000,1.73
20900.000000,1.73
21000.000000,1.73
21100.000000,1.73
21200.000000,1.75
21300.000000,1.75
21400.000000,1.75
21500.000000,1.74
21600.000000,1.75
21700.000000,1.75
21800.000000,1.75
21900.000000,1.74
22000.000000,1.74
22100.000000,1.74
22200.000000,1.74
22300.000000,1.73
22400.000000,1.73
22500.000000,1.73
22600.000000,1.72
22700.000000,1.72
22800.000000,1.72
22900.000000,1.73
23000.000000,1.73
23100.000000,1.72
23200.000000,1.72
23300.000000,1.73
23400.000000,1.73
23500.000000,1.73
23600.000000,1.72
23700.000000,1.72
23800.000000,1.73
23900.000000,1.72
24000.000000,1.73
24100.000000,1.75
24200.000000,1.76
24300.000000,1.76
24400.000000,1.75
24500.000000,1.75
24600.000000,1.76
24700.000000,1.76
24800.000000,1.76
24900.000000,1.76
25000.000000,1.76
25100.000000,1.76
25200.000000,1.76
25300.000000,1.75
25400.000000,1.75
25500.000000,1.75
25600.000000,1.75
25700.000000,1.75
25800.000000,1.75
25900.000000,1.75
26000.000000,1.75
26100.000000,1.75
26200.000000,1.75
26300.000000,1.75
26400.000000,1.75
26500.000000,1.74
26600.000000,1.74
26700.000000,1.74
26800.000000,1.74
26900.000000,1.74
27000.000000,1.75
27100.000000,1.75
27200.000000,1.75
27300.000000,1.75
27400.000000,1.75
27500.000000,1.75
27600.000000,1.74
27700.000000,1.74
27800.000000,1.74
27900.000000,1.74
28000.000000,1.74
28100.000000,1.74
28200.000000,1.73
28300.000000,1.73
28400.000000,1.73
28500.000000,1.73
28600.000000,1.74
28700.000000,1.74
28800.000000,1.73
28900.000000,1.73
29000.000000,1.73
29100.000000,1.72
29200.000000,1.73
29300.000000,1.73
29400.000000,1.72
29500.000000,1.73
29600.000000,1.72
29700.000000,1.73
29800.000000,1.73
29900.000000,1.73
30000.000000,1.73
30100.000000,1.73
30200.000000,1.73
30300.000000,1.74
30400.000000,1.75
30500.000000,1.75
30600.000000,1.76
30700.000000,1.76
30800.000000,1.76
30900.000000,1.76
31000.000000,1.76
31100.000000,1.76
31200.000000,1.76
31300.000000,1.76
31400.000000,1.76
31500.000000,1.76
31600.000000,1.75
31700.000000,1.76
31800.000000,1.75
31900.000000,1.75
32000.000000,1.76
32100.000000,1.75
32200.000000,1.75
32300.000000,1.75
32400.000000,1.76
32500.000000,1.75
32600.000000,1.76
32700.000000,1.76
32800.000000,1.76
32900.000000,1.75
33000.000000,1.77
33100.000000,1.79
33200.000000,1.79
33300.000000,1.79
33400.000000,1.79
33500.000000,1.78
33600.000000,1.78
33700.000000,1.79
33800.000000,1.79
33900.000000,1.79
34000.000000,1.79
34100.000000,1.79
34200.000000,1.79
34300.000000,1.79
34400.000000,1.79
34500.000000,1.79
34600.000000,1.79
34700.000000,1.79
34800.000000,1.79
34900.000000,1.79
35000.000000,1.80
35100.000000,1.80
35200.000000,1.80
35300.000000,1.80
35400.000000,1.80
35500.000000,1.80
35600.000000,1.80
35700.000000,1.80
35800.000000,1.80
35900.000000,1.80
36000.000000,1.80
36100.000000,1.80
36200.000000,1.79
36300.000000,1.79
36400.000000,1.79
36500.000000,1.79
36600.000000,1.79
36700.000000,1.78
36800.000000,1.78
36900.000000,1.78
37000.000000,1.78
37100.000000,1.78
37200.000000,1.78
37300.000000,1.78
37400.000000,1.78
37500.000000,1.78
37600.000000,1.78
37700.000000,1.78
37800.000000,1.78
37900.000000,1.78
38000.000000,1.78
38100.000000,1.78
38200.000000,1.78
38300.000000,1.78
38400.000000,1.78
38500.000000,1.79
38600.000000,1.79
38700.000000,1.79
38800.000000,1.79
38900.000000,1.80
39000.000000,1.79
39100.000000,1.79
39200.000000,1.79
39300.000000,1.79
39400.000000,1.79
39500.000000,1.79
39600.000000,1.79
39700.000000,1.79
39800.000000,1.78
39900.000000,1.78
40000.000000,1.78
40100.000000,1.78
40200.000000,1.78
40300.000000,1.78
40400.000000,1.78
40500.000000,1.78
40600.000000,1.77
40700.000000,1.77
40800.000000,1.77
40900.000000,1.77
41000.000000,1.77
41100.000000,1.77
41200.000000,1.77
41300.000000,1.77
41400.000000,1.76
41500.000000,1.76
41600.000000,1.76
41700.000000,1.76
41800.000000,1.77
41900.000000,1.77
42000.000000,1.77
42100.000000,1.77
42200.000000,1.77
42300.000000,1.76
42400.000000,1.76
42500.000000,1.76
42600.000000,1.76
42700.000000,1.76
42800.000000,1.76
42900.000000,1.77
43000.000000,1.76
43100.000000,1.77
43200.000000,1.77
43300.000000,1.77
43400.000000,1.77
43500.000000,1.77
43600.000000,1.77
43700.000000,1.76
43800.000000,1.77
43900.000000,1.77
44000.000000,1.77
44100.000000,1.77
44200.000000,1.77
44300.000000,1.77
44400.000000,1.77
44500.000000,1.77
44600.000000,1.77
44700.000000,1.77
44800.000000,1.77
44900.000000,1.77
45000.000000,1.77
45100.000000,1.77
45200.000000,1.77
45300.000000,1.77
45400.000000,1.76
45500.000000,1.76
45600.000000,1.76
45700.000000,1.76
45800.000000,1.76
45900.000000,1.77
46000.000000,1.77
46100.000000,1.78
46200.000000,1.79
46300.000000,1.79
46400.000000,1.79
46500.000000,1.79
46600.000000,1.79
46700.000000,1.79
46800.000000,1.79
46900.000000,1.79
47000.000000,1.80
47100.000000,1.80
47200.000000,1.80
47300.000000,1.81
47400.000000,1.81
47500.000000,1.82
47600.000000,1.82
47700.000000,1.82
47800.000000,1.82
47900.000000,1.82
48000.000000,1.81
48100.000000,1.81
48200.000000,1.81
48300.000000,1.81
48400.000000,1.81
48500.000000,1.81
48600.000000,1.80
48700.000000,1.80
48800.000000,1.80
48900.000000,1.80
49000.000000,1.80
49100.000000,1.80
49200.000000,1.80
49300.000000,1.80
49400.000000,1.80
49500.000000,1.80
49600.000000,1.80
49700.000000,1.80
49800.000000,1.80
49900.000000,1.79
50000.000000,1.79
50100.000000,1.79
50200.000000,1.79
50300.000000,1.79
50400.000000,1.79
50500.000000,1.79
50600.000000,1.80
50700.000000,1.80
50800.000000,1.80
50900.000000,1.80
51000.000000,1.80
51100.000000,1.80
51200.000000,1.80
51300.000000,1.80
51400.000000,1.80
51500.000000,1.80
51600.000000,1.80
51700.000000,1.80
51800.000000,1.80
51900.000000,1.80
52000.000000,1.80
52100.000000,1.81
52200.000000,1.80
52300.000000,1.80
52400.000000,1.80
52500.000000,1.81
52600.000000,1.81
52700.000000,1.81
52800.000000,1.81
52900.000000,1.81
53000.000000,1.81
53100.000000,1.81
53200.000000,1.81
53300.000000,1.81
53400.000000,1.80
53500.000000,1.80
53600.000000,1.80
53700.000000,1.80
53800.000000,1.80
53900.000000,1.80
54000.000000,1.80
54100.000000,1.80
54200.000000,1.80
54300.000000,1.80
54400.000000,1.80
54500.000000,1.80
54600.000000,1.80
54700.000000,1.80
54800.000000,1.80
54900.000000,1.80
55000.000000,1.80
55100.000000,1.80
55200.000000,1.79
55300.000000,1.79
55400.000000,1.80
55500.000000,1.79
55600.000000,1.79
55700.000000,1.79
55800.000000,1.79
55900.000000,1.79
56000.000000,1.79
56100.000000,1.79
56200.000000,1.79
56300.000000,1.78
56400.000000,1.78
56500.000000,1.78
56600.000000,1.78
56700.000000,1.78
56800.000000,1.78
56900.000000,1.78
57000.000000,1.78
57100.000000,1.78
57200.000000,1.78
57300.000000,1.78
57400.000000,1.78
57500.000000,1.77
57600.000000,1.77
57700.000000,1.77
57800.000000,1.77
57900.000000,1.77
58000.000000,1.77
58100.000000,1.77
58200.000000,1.77
58300.000000,1.77
58400.000000,1.77
58500.000000,1.76
58600.000000,1.76
58700.000000,1.76
58800.000000,1.76
58900.000000,1.76
59000.000000,1.76
59100.000000,1.76
59200.000000,1.76
59300.000000,1.76
59400.000000,1.76
59500.000000,1.76
59600.000000,1.76
59700.000000,1.76
59800.000000,1.76
59900.000000,1.76
60000.000000,1.76
60100.000000,1.76
60200.000000,1.76
60300.000000,1.76
60400.000000,1.76
60500.000000,1.76
60600.000000,1.76
60700.000000,1.76
60800.000000,1.76
60900.000000,1.76
61000.000000,1.76
61100.000000,1.76
61200.000000,1.76
61300.000000,1.76
61400.000000,1.76
61500.000000,1.76
61600.000000,1.76
61700.000000,1.76
61800.000000,1.76
61900.000000,1.76
62000.000000,1.76
62100.000000,1.76
62200.000000,1.76
62300.000000,1.76
62400.000000,1.76
62500.000000,1.76
62600.000000,1.76
62700.000000,1.76
62800.000000,1.76
62900.000000,1.76
63000.000000,1.76
63100.000000,1.76
63200.000000,1.76
63300.000000,1.75
63400.000000,1.75
63500.000000,1.75
63600.000000,1.75
63700.000000,1.75
63800.000000,1.75
63900.000000,1.76
64000.000000,1.76
64100.000000,1.76
64200.000000,1.76
64300.000000,1.76
64400.000000,1.76
64500.000000,1.76
64600.000000,1.75
64700.000000,1.76
64800.000000,1.76
64900.000000,1.77
65000.000000,1.76
65100.000000,1.76
65200.000000,1.76
65300.000000,1.76
65400.000000,1.76
65500.000000,1.77
65600.000000,1.77
65700.000000,1.77
65800.000000,1.77
65900.000000,1.77
66000.000000,1.77
66100.000000,1.77
66200.000000,1.77
66300.000000,1.77
66400.000000,1.77
66500.000000,1.77
66600.000000,1.77
66700.000000,1.77
66800.000000,1.77
66900.000000,1.77
67000.000000,1.77
67100.000000,1.77
67200.000000,1.78
67300.000000,1.78
67400.000000,1.78
67500.000000,1.78
67600.000000,1.78
67700.000000,1.77
67800.000000,1.77
67900.000000,1.77
68000.000000,1.77
68100.000000,1.77
68200.000000,1.77
68300.000000,1.78
68400.000000,1.78
68500.000000,1.78
68600.000000,1.78
68700.000000,1.78
68800.000000,1.78
68900.000000,1.78
69000.000000,1.78
69100.000000,1.78
69200.000000,1.78
69300.000000,1.78
69400.000000,1.78
69500.000000,1.78
69600.000000,1.78
69700.000000,1.78
69800.000000,1.78
69900.000000,1.78
70000.000000,1.78
70100.000000,1.78
70200.000000,1.78
70300.000000,1.78
70400.000000,1.78
70500.000000,1.78
70600.000000,1.78
70700.000000,1.79
70800.000000,1.79
70900.000000,1.79
71000.000000,1.79
71100.000000,1.79
71200.000000,1.79
71300.000000,1.78
71400.000000,1.78
71500.000000,1.78
71600.000000,1.78
71700.000000,1.79
71800.000000,1.79
71900.000000,1.79
72000.000000,1.79
72100.000000,1.79
72200.000000,1.79
72300.000000,1.79
72400.000000,1.79
72500.000000,1.79
72600.000000,1.79
72700.000000,1.79
72800.000000,1.79
72900.000000,1.79
73000.000000,1.79
73100.000000,1.79
73200.000000,1.79
73300.000000,1.79
73400.000000,1.79
73500.000000,1.79
73600.000000,1.79
73700.000000,1.79
73800.000000,1.79
73900.000000,1.79
74000.000000,1.79
74100.000000,1.80
74200.000000,1.80
74300.000000,1.80
74400.000000,1.80
74500.000000,1.80
74600.000000,1.80
74700.000000,1.80
74800.000000,1.80
74900.000000,1.79
75000.000000,1.79
75100.000000,1.79
75200.000000,1.79
75300.000000,1.79
75400.000000,1.79
75500.000000,1.79
75600.000000,1.79
75700.000000,1.79
75800.000000,1.79
75900.000000,1.79
76000.000000,1.79
76100.000000,1.79
76200.000000,1.79
76300.000000,1.79
76400.000000,1.79
76500.000000,1.79
76600.000000,1.79
76700.000000,1.79
76800.000000,1.79
76900.000000,1.79
77000.000000,1.78
77100.000000,1.78
77200.000000,1.78
77300.000000,1.78
77400.000000,1.78
77500.000000,1.78
77600.000000,1.78
77700.000000,1.78
77800.000000,1.78
77900.000000,1.78
78000.000000,1.78
78100.000000,1.78
78200.000000,1.78
78300.000000,1.78
78400.000000,1.78
78500.000000,1.78
78600.000000,1.78
78700.000000,1.78
78800.000000,1.78
78900.000000,1.78
79000.000000,1.78
79100.000000,1.78
79200.000000,1.78
79300.000000,1.78
79400.000000,1.78
79500.000000,1.78
79600.000000,1.78
79700.000000,1.78
79800.000000,1.78
79900.000000,1.78
80000.000000,1.78
80100.000000,1.78
80200.000000,1.78
80300.000000,1.79
80400.000000,1.78
80500.000000,1.78
80600.000000,1.78
80700.000000,1.78
80800.000000,1.78
80900.000000,1.78
81000.000000,1.78
81100.000000,1.78
81200.000000,1.78
81300.000000,1.78
81400.000000,1.78
81500.000000,1.78
81600.000000,1.78
81700.000000,1.78
81800.000000,1.78
81900.000000,1.78
82000.000000,1.78
82100.000000,1.78
82200.000000,1.78
82300.000000,1.78
82400.000000,1.78
82500.000000,1.78
82600.000000,1.78
82700.000000,1.78
82800.000000,1.78
82900.000000,1.78
83000.000000,1.78
83100.000000,1.77
83200.000000,1.77
83300.000000,1.77
83400.000000,1.77
83500.000000,1.77
83600.000000,1.77
83700.000000,1.77
83800.000000,1.77
83900.000000,1.77
84000.000000,1.77
84100.000000,1.77
84200.000000,1.77
84300.000000,1.77
84400.000000,1.77
84500.000000,1.77
84600.000000,1.77
84700.000000,1.77
84800.000000,1.77
84900.000000,1.77
85000.000000,1.77
85100.000000,1.77
85200.000000,1.77
85300.000000,1.77
85400.000000,1.77
85500.000000,1.77
85600.000000,1.77
85700.000000,1.77
85800.000000,1.77
85900.000000,1.77
86000.000000,1.77
86100.000000,1.77
86200.000000,1.77
86300.000000,1.77
86400.000000,1.77
86500.000000,1.77
86600.000000,1.77
86700.000000,1.77
86800.000000,1.76
86900.000000,1.77
87000.000000,1.77
87100.000000,1.77
87200.000000,1.77
87300.000000,1.77
87400.000000,1.77
87500.000000,1.77
87600.000000,1.77
87700.000000,1.77
87800.000000,1.76
87900.000000,1.76
88000.000000,1.76
88100.000000,1.76
88200.000000,1.76
88300.000000,1.76
88400.000000,1.77
88500.000000,1.77
88600.000000,1.77
88700.000000,1.77
88800.000000,1.76
88900.000000,1.77
89000.000000,1.78
89100.000000,1.78
89200.000000,1.78
89300.000000,1.78
89400.000000,1.78
89500.000000,1.78
89600.000000,1.78
89700.000000,1.78
89800.000000,1.78
89900.000000,1.78
90000.000000,1.78
90100.000000,1.78
90200.000000,1.78
90300.000000,1.77
90400.000000,1.77
90500.000000,1.77
90600.000000,1.77
90700.000000,1.77
90800.000000,1.77
90900.000000,1.77
91000.000000,1.77
91100.000000,1.77
91200.000000,1.77
91300.000000,1.77
91400.000000,1.77
91500.000000,1.77
91600.000000,1.77
91700.000000,1.77
91800.000000,1.77
91900.000000,1.77
92000.000000,1.77
92100.000000,1.77
92200.000000,1.77
92300.000000,1.77
92400.000000,1.77
92500.000000,1.77
92600.000000,1.77
92700.000000,1.77
92800.000000,1.77
92900.000000,1.77
93000.000000,1.77
93100.000000,1.77
93200.000000,1.77
93300.000000,1.77
93400.000000,1.77
93500.000000,1.77
93600.000000,1.77
93700.000000,1.77
93800.000000,1.77
93900.000000,1.77
94000.000000,1.77
94100.000000,1.77
94200.000000,1.77
94300.000000,1.77
94400.000000,1.77
94500.000000,1.77
94600.000000,1.77
94700.000000,1.77
94800.000000,1.77
94900.000000,1.77
95000.000000,1.77
95100.000000,1.77
95200.000000,1.77
95300.000000,1.77
95400.000000,1.78
95500.000000,1.78
95600.000000,1.78
95700.000000,1.78
95800.000000,1.78
95900.000000,1.78
96000.000000,1.78
96100.000000,1.78
96200.000000,1.77
96300.000000,1.77
96400.000000,1.78
96500.000000,1.78
96600.000000,1.78
96700.000000,1.78
96800.000000,1.78
96900.000000,1.78
97000.000000,1.78
97100.000000,1.78
97200.000000,1.78
97300.000000,1.79
97400.000000,1.79
97500.000000,1.79
97600.000000,1.79
97700.000000,1.79
97800.000000,1.79
97900.000000,1.79
98000.000000,1.79
98100.000000,1.79
98200.000000,1.79
98300.000000,1.79
98400.000000,1.79
98500.000000,1.79
98600.000000,1.79
98700.000000,1.79
98800.000000,1.79
98900.000000,1.79
99000.000000,1.79
99100.000000,1.79
99200.000000,1.79
99300.000000,1.79
99400.000000,1.79
99500.000000,1.79
99600.000000,1.79
99700.000000,1.79
99800.000000,1.79
99900.000000,1.79
100000.000000,1.79
100000.778605,1.79
