Tempo Decorrido,Lambda
44600.000000,4.99
44700.000000,4.99
44800.000000,4.99
44900.000000,4.99
45000.000000,5.00
45100.000000,4.99
45200.000000,4.99
45300.000000,4.99
45400.000000,5.00
45500.000000,5.00
45600.000000,5.00
45700.000000,4.99
45800.000000,4.99
45900.000000,5.00
46000.000000,4.99
46100.000000,4.99
46200.000000,4.99
46300.000000,5.00
46400.000000,4.99
46500.000000,4.99
46600.000000,5.00
46700.000000,5.00
46800.000000,5.00
46900.000000,5.00
47000.000000,5.00
47100.000000,5.00
47200.000000,5.00
47300.000000,5.00
47400.000000,5.00
47500.000000,5.00
47600.000000,4.99
47700.000000,4.99
47800.000000,4.99
47900.000000,4.99
48000.000000,4.99
48100.000000,4.99
48200.000000,5.00
48300.000000,5.00
48400.000000,4.99
48500.000000,4.99
48600.000000,4.99
48700.000000,4.99
48800.000000,4.99
48900.000000,4.99
49000.000000,4.99
49100.000000,4.99
49200.000000,4.99
49300.000000,4.99
49400.000000,4.99
49500.000000,4.99
49600.000000,4.99
49700.000000,4.99
49800.000000,4.99
49900.000000,4.99
50000.000000,4.99
50100.000000,4.99
50200.000000,4.99
50300.000000,4.99
50400.000000,4.99
50500.000000,4.99
50600.000000,4.99
50700.000000,4.99
50800.000000,4.99
50900.000000,4.99
51000.000000,4.99
51100.000000,4.99
51200.000000,4.99
51300.000000,4.99
51400.000000,4.99
51500.000000,4.99
51600.000000,4.99
51700.000000,5.00
51800.000000,5.00
51900.000000,5.00
52000.000000,5.00
52100.000000,5.00
52200.000000,5.00
52300.000000,5.00
52400.000000,5.00
52500.000000,5.00
52600.000000,5.00
52700.000000,5.00
52800.000000,5.00
52900.000000,5.00
53000.000000,5.00
53100.000000,5.00
53200.000000,4.99
53300.000000,4.99
53400.000000,4.99
53500.000000,4.99
53600.000000,4.99
53700.000000,4.99
53800.000000,4.99
53900.000000,4.99
54000.000000,4.99
54100.000000,4.99
54200.000000,4.99
54300.000000,4.99
54400.000000,4.99
54500.000000,4.99
54600.000000,4.99
54700.000000,4.99
54800.000000,4.99
54900.000000,4.99
55000.000000,4.99
55100.000000,4.99
55200.000000,4.99
55300.000000,4.99
55400.000000,4.99
55500.000000,4.99
55600.000000,4.99
55700.000000,4.99
55800.000000,4.99
55900.000000,4.99
56000.000000,4.99
56100.000000,4.99
56200.000000,4.99
56300.000000,4.99
56400.000000,4.99
56500.000000,5.00
56600.000000,5.00
56700.000000,5.00
56800.000000,5.00
56900.000000,5.00
57000.000000,5.00
57100.000000,5.00
57200.000000,5.00
57300.000000,5.00
57400.000000,5.00
57500.000000,5.00
57600.000000,4.99
57700.000000,4.99
57800.000000,4.99
57900.000000,4.99
58000.000000,4.99
58100.000000,4.99
58200.000000,4.99
58300.000000,4.99
58400.000000,4.99
58500.000000,4.99
58600.000000,4.99
58700.000000,4.99
58800.000000,4.99
58900.000000,4.99
59000.000000,4.99
59100.000000,4.99
59200.000000,4.99
59300.000000,4.99
59400.000000,4.99
59500.000000,4.99
59600.000000,4.99
59700.000000,4.99
59800.000000,4.99
59900.000000,4.99
60000.000000,4.99
60100.000000,4.99
60200.000000,4.99
60300.000000,4.99
60400.000000,4.99
60500.000000,4.99
60600.000000,5.00
60700.000000,5.00
60800.000000,5.00
60900.000000,4.99
61000.000000,5.00
61100.000000,5.00
61200.000000,5.00
61300.000000,5.00
61400.000000,5.00
61500.000000,4.99
61600.000000,4.99
61700.000000,5.00
61800.000000,5.00
61900.000000,5.00
62000.000000,5.00
62100.000000,5.00
62200.000000,5.00
62300.000000,5.00
62400.000000,4.99
62500.000000,4.99
62600.000000,5.00
62700.000000,5.00
62800.000000,5.00
62900.000000,5.00
63000.000000,5.00
63100.000000,5.00
63200.000000,5.00
63300.000000,5.00
63400.000000,5.00
63500.000000,5.00
63600.000000,5.00
63700.000000,5.00
63800.000000,5.00
63900.000000,5.00
64000.000000,5.00
64100.000000,5.00
64200.000000,5.00
64300.000000,5.00
64400.000000,5.00
64500.000000,5.00
64600.000000,5.00
64700.000000,5.00
64800.000000,5.00
64900.000000,5.00
65000.000000,5.00
65100.000000,5.00
65200.000000,5.00
65300.000000,5.00
65400.000000,5.00
65500.000000,5.00
65600.000000,5.00
65700.000000,5.00
65800.000000,5.00
65900.000000,5.00
66000.000000,5.00
66100.000000,5.00
66200.000000,5.00
66300.000000,5.00
66400.000000,5.00
66500.000000,5.00
66600.000000,5.00
66700.000000,5.00
66800.000000,5.00
66900.000000,5.00
67000.000000,5.00
67100.000000,5.00
67200.000000,5.00
67300.000000,5.00
67400.000000,5.00
67500.000000,5.00
67600.000000,5.00
67700.000000,5.00
67800.000000,5.00
67900.000000,5.00
68000.000000,5.00
68100.000000,5.00
68200.000000,5.00
68300.000000,5.00
68400.000000,5.00
68500.000000,5.00
68600.000000,5.00
68700.000000,5.00
68800.000000,5.00
68900.000000,5.00
69000.000000,5.00
69100.000000,5.00
69200.000000,5.00
69300.000000,5.00
69400.000000,5.00
69500.000000,5.00
69600.000000,5.00
69700.000000,5.00
69800.000000,5.00
69900.000000,5.00
70000.000000,5.00
70100.000000,5.00
70200.000000,5.00
70300.000000,5.00
70400.000000,5.00
70500.000000,5.00
70600.000000,5.00
70700.000000,5.00
70800.000000,5.00
70900.000000,5.00
71000.000000,5.00
71100.000000,5.00
71200.000000,5.00
71300.000000,5.00
71400.000000,5.00
71500.000000,5.00
71600.000000,5.00
71700.000000,5.00
71800.000000,5.00
71900.000000,5.00
72000.000000,5.00
72100.000000,5.00
72200.000000,5.00
72300.000000,5.00
72400.000000,5.00
72500.000000,5.00
72600.000000,5.00
72700.000000,5.00
72800.000000,5.00
72900.000000,5.00
73000.000000,5.00
73100.000000,5.00
73200.000000,5.00
73300.000000,5.00
73400.000000,5.00
73500.000000,5.00
73600.000000,5.00
73700.000000,5.00
73800.000000,5.00
73900.000000,5.00
74000.000000,5.00
74100.000000,5.00
74200.000000,5.00
74300.000000,5.00
74400.000000,5.00
74500.000000,5.00
74600.000000,5.00
74700.000000,5.00
74800.000000,5.00
74900.000000,5.00
75000.000000,5.00
75100.000000,5.00
75200.000000,5.00
75300.000000,5.00
75400.000000,5.00
75500.000000,5.00
75600.000000,5.00
75700.000000,5.00
75800.000000,5.00
75900.000000,5.00
76000.000000,5.00
76100.000000,5.00
76200.000000,5.00
76300.000000,5.00
76400.000000,5.00
76500.000000,5.00
76600.000000,5.00
76700.000000,5.00
76800.000000,5.00
76900.000000,5.00
77000.000000,5.00
77100.000000,5.00
77200.000000,5.00
77300.000000,5.00
77400.000000,5.00
77500.000000,5.00
77600.000000,5.00
77700.000000,5.00
77800.000000,5.00
77900.000000,5.00
78000.000000,5.00
78100.000000,5.00
78200.000000,5.00
78300.000000,5.00
78400.000000,5.00
78500.000000,5.00
78600.000000,5.00
78700.000000,5.00
78800.000000,5.00
78900.000000,5.00
79000.000000,5.00
79100.000000,5.00
79200.000000,5.00
79300.000000,5.00
79400.000000,5.00
79500.000000,5.00
79600.000000,5.00
79700.000000,5.00
79800.000000,5.00
79900.000000,5.00
80000.000000,5.00
80100.000000,5.00
80200.000000,5.00
80300.000000,5.00
80400.000000,5.00
80500.000000,5.00
80600.000000,5.00
80700.000000,5.00
80800.000000,5.00
80900.000000,5.00
81000.000000,5.00
81100.000000,5.00
81200.000000,5.00
81300.000000,5.00
81400.000000,5.00
81500.000000,5.00
81600.000000,5.00
81700.000000,5.00
81800.000000,5.00
81900.000000,5.00
82000.000000,5.00
82100.000000,5.00
82200.000000,5.00
82300.000000,5.00
82400.000000,5.00
82500.000000,5.00
82600.000000,5.00
82700.000000,5.00
82800.000000,5.00
82900.000000,5.00
83000.000000,5.00
83100.000000,5.00
83200.000000,5.00
83300.000000,5.00
83400.000000,5.00
83500.000000,5.00
83600.000000,5.00
83700.000000,5.00
83800.000000,5.00
83900.000000,5.00
84000.000000,5.00
84100.000000,5.00
84200.000000,5.00
84300.000000,5.00
84400.000000,5.00
84500.000000,5.00
84600.000000,5.00
84700.000000,5.00
84800.000000,5.00
84900.000000,5.00
85000.000000,5.00
85100.000000,5.00
85200.000000,5.00
85300.000000,5.00
85400.000000,5.00
85500.000000,5.00
85600.000000,5.00
85700.000000,5.00
85800.000000,5.00
85900.000000,5.00
86000.000000,5.00
86100.000000,5.00
86200.000000,5.00
86300.000000,5.00
86400.000000,5.00
86500.000000,5.00
86600.000000,5.00
86700.000000,5.00
86800.000000,5.00
86900.000000,5.00
87000.000000,5.00
87100.000000,5.00
87200.000000,5.00
87300.000000,5.00
87400.000000,5.00
87500.000000,5.00
87600.000000,5.00
87700.000000,5.00
87800.000000,5.00
87900.000000,5.00
88000.000000,5.00
88100.000000,5.00
88200.000000,5.00
88300.000000,5.00
88400.000000,5.00
88500.000000,5.00
88600.000000,5.00
88700.000000,5.00
88800.000000,5.00
88900.000000,5.00
89000.000000,5.00
89100.000000,5.00
89200.000000,5.00
89300.000000,5.00
89400.000000,5.00
89500.000000,5.00
89600.000000,5.00
89700.000000,5.00
89800.000000,5.00
89900.000000,5.00
90000.000000,5.00
90100.000000,5.00
90200.000000,5.00
90300.000000,5.00
90400.000000,5.00
90500.000000,5.00
90600.000000,5.00
90700.000000,5.00
90800.000000,5.00
90900.000000,5.00
91000.000000,5.00
91100.000000,5.00
91200.000000,5.00
91300.000000,5.00
91400.000000,5.00
91500.000000,5.00
91600.000000,5.00
91700.000000,5.00
91800.000000,5.00
91900.000000,5.00
92000.000000,5.00
92100.000000,5.00
92200.000000,5.00
92300.000000,5.00
92400.000000,5.00
92500.000000,5.00
92600.000000,5.00
92700.000000,5.00
92800.000000,5.00
92900.000000,5.00
93000.000000,5.00
93100.000000,5.00
93200.000000,5.00
93300.000000,5.00
93400.000000,5.00
93500.000000,5.00
93600.000000,5.00
93700.000000,5.00
93800.000000,5.00
93900.000000,5.00
94000.000000,5.00
94100.000000,5.00
94200.000000,5.00
94300.000000,5.00
94400.000000,5.00
94500.000000,5.00
94600.000000,5.00
94700.000000,5.00
94800.000000,5.00
94900.000000,5.00
95000.000000,5.00
95100.000000,5.00
95200.000000,5.00
95300.000000,5.00
95400.000000,5.00
95500.000000,5.00
95600.000000,5.00
95700.000000,5.00
95800.000000,5.00
95900.000000,5.00
96000.000000,5.00
96100.000000,5.00
96200.000000,5.00
96300.000000,5.00
96400.000000,5.00
96500.000000,5.00
96600.000000,5.00
96700.000000,5.00
96800.000000,5.00
96900.000000,5.00
97000.000000,5.00
97100.000000,5.00
97200.000000,5.00
97300.000000,5.00
97400.000000,5.00
97500.000000,5.00
97600.000000,5.00
97700.000000,5.00
97800.000000,5.00
97900.000000,5.00
98000.000000,5.00
98100.000000,5.00
98200.000000,5.00
98300.000000,5.00
98400.000000,5.00
98500.000000,5.00
98600.000000,5.00
98700.000000,5.00
98800.000000,5.00
98900.000000,5.00
99000.000000,5.00
99100.000000,5.00
99200.000000,5.00
99300.000000,5.00
99400.000000,5.00
99500.000000,5.00
99600.000000,5.00
99700.000000,5.00
99800.000000,5.00
99900.000000,5.00
100000.000000,5.00
100000.014382,5.00
