Tempo Decorrido,E[N]
27600.000000,5.72
27700.000000,5.71
27800.000000,5.71
27900.000000,5.70
28000.000000,5.69
28100.000000,5.68
28200.000000,5.68
28300.000000,5.67
28400.000000,5.66
28500.000000,5.66
28600.000000,5.66
28700.000000,5.66
28800.000000,5.65
28900.000000,5.66
29000.000000,5.66
29100.000000,5.66
29200.000000,5.66
29300.000000,5.66
29400.000000,5.66
29500.000000,5.65
29600.000000,5.65
29700.000000,5.64
29800.000000,5.63
29900.000000,5.63
30000.000000,5.64
30100.000000,5.65
30200.000000,5.65
30300.000000,5.66
30400.000000,5.66
30500.000000,5.65
30600.000000,5.65
30700.000000,5.65
30800.000000,5.66
30900.000000,5.65
31000.000000,5.67
31100.000000,5.67
31200.000000,5.67
31300.000000,5.66
31400.000000,5.66
31500.000000,5.66
31600.000000,5.67
31700.000000,5.67
31800.000000,5.66
31900.000000,5.66
32000.000000,5.65
32100.000000,5.65
32200.000000,5.66
32300.000000,5.68
32400.000000,5.67
32500.000000,5.66
32600.000000,5.65
32700.000000,5.65
32800.000000,5.65
32900.000000,5.65
33000.000000,5.64
33100.000000,5.64
33200.000000,5.65
33300.000000,5.65
33400.000000,5.64
33500.000000,5.65
33600.000000,5.66
33700.000000,5.66
33800.000000,5.66
33900.000000,5.66
34000.000000,5.66
34100.000000,5.66
34200.000000,5.66
34300.000000,5.65
34400.000000,5.64
34500.000000,5.64
34600.000000,5.65
34700.000000,5.65
34800.000000,5.65
34900.000000,5.65
35000.000000,5.66
35100.000000,5.66
35200.000000,5.65
35300.000000,5.65
35400.000000,5.64
35500.000000,5.64
35600.000000,5.64
35700.000000,5.63
35800.000000,5.63
35900.000000,5.62
36000.000000,5.62
36100.000000,5.63
36200.000000,5.62
36300.000000,5.62
36400.000000,5.63
36500.000000,5.63
36600.000000,5.64
36700.000000,5.64
36800.000000,5.64
36900.000000,5.63
37000.000000,5.63
37100.000000,5.63
37200.000000,5.63
37300.000000,5.62
37400.000000,5.61
37500.000000,5.61
37600.000000,5.61
37700.000000,5.61
37800.000000,5.60
37900.000000,5.61
38000.000000,5.60
38100.000000,5.60
38200.000000,5.59
38300.000000,5.59
38400.000000,5.64
38500.000000,5.63
38600.000000,5.63
38700.000000,5.65
38800.000000,5.66
38900.000000,5.66
39000.000000,5.67
39100.000000,5.68
39200.000000,5.67
39300.000000,5.68
39400.000000,5.67
39500.000000,5.67
39600.000000,5.67
39700.000000,5.66
39800.000000,5.66
39900.000000,5.67
40000.000000,5.66
40100.000000,5.66
40200.000000,5.65
40300.000000,5.65
40400.000000,5.65
40500.000000,5.66
40600.000000,5.66
40700.000000,5.66
40800.000000,5.66
40900.000000,5.65
41000.000000,5.65
41100.000000,5.64
41200.000000,5.64
41300.000000,5.64
41400.000000,5.64
41500.000000,5.63
41600.000000,5.63
41700.000000,5.63
41800.000000,5.64
41900.000000,5.64
42000.000000,5.64
42100.000000,5.63
42200.000000,5.63
42300.000000,5.63
42400.000000,5.64
42500.000000,5.63
42600.000000,5.63
42700.000000,5.65
42800.000000,5.65
42900.000000,5.65
43000.000000,5.65
43100.000000,5.65
43200.000000,5.65
43300.000000,5.64
43400.000000,5.66
43500.000000,5.66
43600.000000,5.67
43700.000000,5.66
43800.000000,5.66
43900.000000,5.67
44000.000000,5.67
44100.000000,5.66
44200.000000,5.68
44300.000000,5.67
44400.000000,5.67
44500.000000,5.66
44600.000000,5.66
44700.000000,5.66
44800.000000,5.65
44900.000000,5.64
45000.000000,5.64
45100.000000,5.65
45200.000000,5.68
45300.000000,5.68
45400.000000,5.67
45500.000000,5.67
45600.000000,5.69
45700.000000,5.71
45800.000000,5.72
45900.000000,5.73
46000.000000,5.73
46100.000000,5.72
46200.000000,5.72
46300.000000,5.72
46400.000000,5.72
46500.000000,5.71
46600.000000,5.71
46700.000000,5.71
46800.000000,5.70
46900.000000,5.70
47000.000000,5.70
47100.000000,5.69
47200.000000,5.69
47300.000000,5.69
47400.000000,5.70
47500.000000,5.70
47600.000000,5.71
47700.000000,5.71
47800.000000,5.70
47900.000000,5.71
48000.000000,5.71
48100.000000,5.70
48200.000000,5.71
48300.000000,5.71
48400.000000,5.70
48500.000000,5.70
48600.000000,5.70
48700.000000,5.70
48800.000000,5.70
48900.000000,5.70
49000.000000,5.69
49100.000000,5.69
49200.000000,5.69
49300.000000,5.69
49400.000000,5.69
49500.000000,5.69
49600.000000,5.69
49700.000000,5.68
49800.000000,5.69
49900.000000,5.70
50000.000000,5.69
50100.000000,5.69
50200.000000,5.69
50300.000000,5.69
50400.000000,5.69
50500.000000,5.69
50600.000000,5.68
50700.000000,5.68
50800.000000,5.68
50900.000000,5.69
51000.000000,5.69
51100.000000,5.68
51200.000000,5.68
51300.000000,5.68
51400.000000,5.68
51500.000000,5.68
51600.000000,5.69
51700.000000,5.68
51800.000000,5.68
51900.000000,5.70
52000.000000,5.70
52100.000000,5.70
52200.000000,5.70
52300.000000,5.70
52400.000000,5.70
52500.000000,5.70
52600.000000,5.70
52700.000000,5.70
52800.000000,5.70
52900.000000,5.69
53000.000000,5.69
53100.000000,5.70
53200.000000,5.70
53300.000000,5.70
53400.000000,5.70
53500.000000,5.69
53600.000000,5.69
53700.000000,5.69
53800.000000,5.69
53900.000000,5.70
54000.000000,5.71
54100.000000,5.70
54200.000000,5.70
54300.000000,5.70
54400.000000,5.69
54500.000000,5.69
54600.000000,5.69
54700.000000,5.69
54800.000000,5.70
54900.000000,5.71
55000.000000,5.70
55100.000000,5.70
55200.000000,5.70
55300.000000,5.69
55400.000000,5.69
55500.000000,5.69
55600.000000,5.69
55700.000000,5.70
55800.000000,5.69
55900.000000,5.69
56000.000000,5.70
56100.000000,5.70
56200.000000,5.70
56300.000000,5.70
56400.000000,5.69
56500.000000,5.69
56600.000000,5.69
56700.000000,5.69
56800.000000,5.70
56900.000000,5.70
57000.000000,5.70
57100.000000,5.70
57200.000000,5.71
57300.000000,5.71
57400.000000,5.70
57500.000000,5.70
57600.000000,5.69
57700.000000,5.70
57800.000000,5.70
57900.000000,5.70
58000.000000,5.70
58100.000000,5.70
58200.000000,5.70
58300.000000,5.70
58400.000000,5.71
58500.000000,5.71
58600.000000,5.72
58700.000000,5.72
58800.000000,5.71
58900.000000,5.72
59000.000000,5.71
59100.000000,5.71
59200.000000,5.71
59300.000000,5.71
59400.000000,5.70
59500.000000,5.71
59600.000000,5.71
59700.000000,5.71
59800.000000,5.71
59900.000000,5.70
60000.000000,5.70
60100.000000,5.70
60200.000000,5.69
60300.000000,5.69
60400.000000,5.69
60500.000000,5.69
60600.000000,5.68
60700.000000,5.68
60800.000000,5.68
60900.000000,5.67
61000.000000,5.67
61100.000000,5.67
61200.000000,5.67
61300.000000,5.67
61400.000000,5.68
61500.000000,5.67
61600.000000,5.67
61700.000000,5.68
61800.000000,5.68
61900.000000,5.68
62000.000000,5.68
62100.000000,5.68
62200.000000,5.68
62300.000000,5.70
62400.000000,5.70
62500.000000,5.70
62600.000000,5.70
62700.000000,5.69
62800.000000,5.69
62900.000000,5.69
63000.000000,5.69
63100.000000,5.69
63200.000000,5.69
63300.000000,5.69
63400.000000,5.69
63500.000000,5.69
63600.000000,5.69
63700.000000,5.68
63800.000000,5.68
63900.000000,5.68
64000.000000,5.69
64100.000000,5.69
64200.000000,5.69
64300.000000,5.68
64400.000000,5.68
64500.000000,5.68
64600.000000,5.68
64700.000000,5.68
64800.000000,5.68
64900.000000,5.68
65000.000000,5.68
65100.000000,5.67
65200.000000,5.67
65300.000000,5.67
65400.000000,5.67
65500.000000,5.66
65600.000000,5.66
65700.000000,5.66
65800.000000,5.65
65900.000000,5.67
66000.000000,5.67
66100.000000,5.67
66200.000000,5.66
66300.000000,5.66
66400.000000,5.66
66500.000000,5.66
66600.000000,5.65
66700.000000,5.65
66800.000000,5.66
66900.000000,5.65
67000.000000,5.65
67100.000000,5.65
67200.000000,5.65
67300.000000,5.66
67400.000000,5.66
67500.000000,5.66
67600.000000,5.66
67700.000000,5.67
67800.000000,5.67
67900.000000,5.67
68000.000000,5.67
68100.000000,5.67
68200.000000,5.67
68300.000000,5.67
68400.000000,5.67
68500.000000,5.67
68600.000000,5.67
68700.000000,5.68
68800.000000,5.68
68900.000000,5.68
69000.000000,5.68
69100.000000,5.67
69200.000000,5.67
69300.000000,5.67
69400.000000,5.67
69500.000000,5.67
69600.000000,5.66
69700.000000,5.66
69800.000000,5.66
69900.000000,5.66
70000.000000,5.66
70100.000000,5.66
70200.000000,5.66
70300.000000,5.66
70400.000000,5.66
70500.000000,5.66
70600.000000,5.66
70700.000000,5.66
70800.000000,5.66
70900.000000,5.66
71000.000000,5.66
71100.000000,5.66
71200.000000,5.66
71300.000000,5.67
71400.000000,5.69
71500.000000,5.69
71600.000000,5.69
71700.000000,5.69
71800.000000,5.70
71900.000000,5.69
72000.000000,5.69
72100.000000,5.69
72200.000000,5.70
72300.000000,5.72
72400.000000,5.71
72500.000000,5.71
72600.000000,5.71
72700.000000,5.71
72800.000000,5.72
72900.000000,5.72
73000.000000,5.72
73100.000000,5.72
73200.000000,5.71
73300.000000,5.71
73400.000000,5.71
73500.000000,5.71
73600.000000,5.71
73700.000000,5.71
73800.000000,5.71
73900.000000,5.71
74000.000000,5.70
74100.000000,5.71
74200.000000,5.71
74300.000000,5.72
74400.000000,5.72
74500.000000,5.72
74600.000000,5.72
74700.000000,5.72
74800.000000,5.73
74900.000000,5.73
75000.000000,5.73
75100.000000,5.73
75200.000000,5.73
75300.000000,5.72
75400.000000,5.72
75500.000000,5.72
75600.000000,5.72
75700.000000,5.72
75800.000000,5.72
75900.000000,5.71
76000.000000,5.71
76100.000000,5.71
76200.000000,5.71
76300.000000,5.71
76400.000000,5.71
76500.000000,5.70
76600.000000,5.70
76700.000000,5.71
76800.000000,5.71
76900.000000,5.70
77000.000000,5.71
77100.000000,5.71
77200.000000,5.71
77300.000000,5.71
77400.000000,5.71
77500.000000,5.71
77600.000000,5.71
77700.000000,5.71
77800.000000,5.71
77900.000000,5.72
78000.000000,5.71
78100.000000,5.75
78200.000000,5.75
78300.000000,5.75
78400.000000,5.75
78500.000000,5.76
78600.000000,5.76
78700.000000,5.76
78800.000000,5.76
78900.000000,5.76
79000.000000,5.76
79100.000000,5.75
79200.000000,5.75
79300.000000,5.75
79400.000000,5.75
79500.000000,5.75
79600.000000,5.75
79700.000000,5.75
79800.000000,5.75
79900.000000,5.75
80000.000000,5.75
80100.000000,5.75
80200.000000,5.74
80300.000000,5.75
80400.000000,5.74
80500.000000,5.75
80600.000000,5.75
80700.000000,5.75
80800.000000,5.75
80900.000000,5.75
81000.000000,5.75
81100.000000,5.75
81200.000000,5.75
81300.000000,5.75
81400.000000,5.75
81500.000000,5.75
81600.000000,5.74
81700.000000,5.74
81800.000000,5.74
81900.000000,5.74
82000.000000,5.74
82100.000000,5.73
82200.000000,5.73
82300.000000,5.74
82400.000000,5.73
82500.000000,5.73
82600.000000,5.73
82700.000000,5.73
82800.000000,5.73
82900.000000,5.73
83000.000000,5.73
83100.000000,5.73
83200.000000,5.73
83300.000000,5.72
83400.000000,5.73
83500.000000,5.72
83600.000000,5.72
83700.000000,5.72
83800.000000,5.72
83900.000000,5.72
84000.000000,5.72
84100.000000,5.72
84200.000000,5.71
84300.000000,5.71
84400.000000,5.72
84500.000000,5.72
84600.000000,5.72
84700.000000,5.71
84800.000000,5.71
84900.000000,5.72
85000.000000,5.72
85100.000000,5.72
85200.000000,5.73
85300.000000,5.72
85400.000000,5.72
85500.000000,5.72
85600.000000,5.72
85700.000000,5.72
85800.000000,5.72
85900.000000,5.72
86000.000000,5.72
86100.000000,5.72
86200.000000,5.71
86300.000000,5.71
86400.000000,5.71
86500.000000,5.71
86600.000000,5.71
86700.000000,5.71
86800.000000,5.71
86900.000000,5.71
87000.000000,5.71
87100.000000,5.71
87200.000000,5.70
87300.000000,5.70
87400.000000,5.70
87500.000000,5.70
87600.000000,5.70
87700.000000,5.70
87800.000000,5.71
87900.000000,5.71
88000.000000,5.71
88100.000000,5.70
88200.000000,5.70
88300.000000,5.70
88400.000000,5.70
88500.000000,5.71
88600.000000,5.70
88700.000000,5.70
88800.000000,5.71
88900.000000,5.72
89000.000000,5.72
89100.000000,5.72
89200.000000,5.72
89300.000000,5.72
89400.000000,5.71
89500.000000,5.71
89600.000000,5.71
89700.000000,5.71
89800.000000,5.71
89900.000000,5.71
90000.000000,5.70
90100.000000,5.71
90200.000000,5.71
90300.000000,5.71
90400.000000,5.71
90500.000000,5.71
90600.000000,5.71
90700.000000,5.71
90800.000000,5.71
90900.000000,5.71
91000.000000,5.71
91100.000000,5.71
91200.000000,5.70
91300.000000,5.70
91400.000000,5.70
91500.000000,5.70
91600.000000,5.70
91700.000000,5.70
91800.000000,5.70
91900.000000,5.69
92000.000000,5.69
92100.000000,5.69
92200.000000,5.69
92300.000000,5.69
92400.000000,5.69
92500.000000,5.69
92600.000000,5.68
92700.000000,5.68
92800.000000,5.68
92900.000000,5.68
93000.000000,5.69
93100.000000,5.70
93200.000000,5.70
93300.000000,5.70
93400.000000,5.70
93500.000000,5.69
93600.000000,5.70
93700.000000,5.70
93800.000000,5.70
93900.000000,5.71
94000.000000,5.71
94100.000000,5.70
94200.000000,5.70
94300.000000,5.70
94400.000000,5.70
94500.000000,5.71
94600.000000,5.70
94700.000000,5.70
94800.000000,5.70
94900.000000,5.70
95000.000000,5.70
95100.000000,5.70
95200.000000,5.70
95300.000000,5.70
95400.000000,5.70
95500.000000,5.70
95600.000000,5.69
95700.000000,5.69
95800.000000,5.69
95900.000000,5.69
96000.000000,5.70
96100.000000,5.70
96200.000000,5.69
96300.000000,5.69
96400.000000,5.69
96500.000000,5.69
96600.000000,5.69
96700.000000,5.69
96800.000000,5.69
96900.000000,5.69
97000.000000,5.69
97100.000000,5.68
97200.000000,5.68
97300.000000,5.68
97400.000000,5.68
97500.000000,5.69
97600.000000,5.69
97700.000000,5.69
97800.000000,5.68
97900.000000,5.69
98000.000000,5.68
98100.000000,5.69
98200.000000,5.69
98300.000000,5.69
98400.000000,5.69
98500.000000,5.68
98600.000000,5.68
98700.000000,5.68
98800.000000,5.68
98900.000000,5.68
99000.000000,5.68
99100.000000,5.69
99200.000000,5.68
99300.000000,5.69
99400.000000,5.69
99500.000000,5.69
99600.000000,5.69
99700.000000,5.68
99800.000000,5.69
99900.000000,5.68
100000.000000,5.68
100000.007692,5.68
